size,bedrooms,age,price
72,3,71,188542
135,6,9,408862
283,1,27,570630
140,4,49,356557
279,1,43,562637
300,5,40,709217
262,6,19,672931
84,2,28,208715
227,4,79,529225
133,4,24,348649
172,4,21,435664
82,2,59,183911
86,2,2,226301
125,3,3,329405
261,3,33,577677
73,3,55,195948
107,4,64,292518
290,3,6,657061
169,3,12,399810
225,6,54,574754
180,2,51,385388
171,5,77,442374
295,4,13,676434
157,1,28,321574
57,1,73,108522
152,1,68,295110
171,2,79,363656
230,4,12,552405
167,4,26,419204
134,3,81,310036
177,6,0,497088
124,5,89,343022
186,6,30,505578
191,6,8,524260
125,3,58,296447
36,6,60,202022
201,1,22,416845
69,2,86,143918
210,4,74,480432
280,2,60,579584
53,1,72,101724
146,5,64,386882
105,1,12,230181
201,4,62,478694
161,6,62,445507
216,4,1,533154
184,6,42,508168
277,1,34,572416
40,2,52,106417
102,3,63,244812
155,5,94,401513
214,2,95,432925
129,4,81,319136
170,6,86,463455
260,5,22,634893
208,3,50,480305
243,3,39,541644
51,5,66,201848
92,4,58,269368
207,3,14,473673
285,6,18,718080
106,5,37,330489
113,3,62,275645
63,3,1,205472
50,2,36,145033
93,1,62,186221
32,4,45,136021
55,3,17,179675
175,5,85,449374
109,1,91,205469
103,6,25,350157
71,3,28,196853
272,3,31,609256
246,4,12,585760
184,5,39,473078
253,6,41,648545
101,6,98,309337
158,2,53,352962
132,3,39,316204
182,5,80,462111
123,4,100,310316
79,2,67,185680
190,5,87,471916
269,3,54,596687
245,4,59,557306
43,4,11,176206
184,2,74,395183
221,2,79,468201
180,1,96,349466
94,4,85,244195
266,5,58,625580
73,1,34,150907
200,5,12,519721
276,6,42,677194
92,6,74,311138
57,6,26,260516
103,5,94,299630
99,2,86,208671
184,6,39,492611
278,5,88,642376
88,1,0,196014
91,5,12,300300
134,1,60,259807
288,4,50,647823
92,3,51,244450
124,2,69,268928
254,6,78,620836
251,2,81,510309
124,2,95,257886
117,5,94,329313
132,4,61,339103
178,6,12,510492
282,3,85,604017
230,4,89,517917
267,4,54,607255
44,3,58,133736
229,1,74,453320
47,6,83,215364
51,3,17,175532
264,3,1,597787
213,5,64,522306
208,6,67,541999
292,1,22,595161
210,6,92,541653
203,4,91,464188
172,6,38,481708
64,6,61,255937
271,5,84,629310
289,6,67,699694
96,6,41,334895
208,5,79,512630
64,1,3,147015
148,1,85,280480
285,6,60,696605
148,6,30,427454
119,6,49,372164
62,1,78,116007
88,1,95,155388
256,3,77,547165
119,3,13,312529
223,2,81,472401
132,2,32,307292
254,6,36,640989
133,6,20,412223
300,2,11,654674
42,6,85,193152
134,1,17,276371
214,4,72,507110
66,3,23,205106
284,2,26,616289
272,5,45,652681
100,1,56,206608
222,1,72,432760
95,5,38,293106
90,4,29,260086
199,1,28,411299
158,4,90,381727
64,2,36,156050
153,5,78,406185
189,4,79,438256
86,5,60,271619
45,1,43,101608
163,2,42,351146
101,2,70,224800
61,2,63,139189
48,3,9,171039
71,5,61,236842
168,6,5,477409
48,4,64,167780
209,4,61,493542
146,1,7,305063
130,5,77,356631
39,5,61,170308
228,4,89,514503
250,6,54,636407
100,1,56,196466
218,3,24,502643
253,1,30,516603
77,5,1,276042
241,6,96,601170
53,1,92,92389
59,1,7,134352
254,2,36,535032
190,3,77,422203
179,2,77,380235
275,6,15,686516
69,3,69,182145
283,6,94,680096
142,4,91,347519
217,5,37,542202
299,3,40,664741
287,1,6,597958
240,6,79,604332
173,1,26,355093
296,2,39,634519
137,1,47,274851
48,2,89,114827
262,1,2,554548
47,3,35,164275
226,3,10,514956
172,5,49,455631
39,4,49,162949
52,2,26,146029
124,6,55,383448
56,6,39,237425
208,1,77,411217
164,5,27,433096
204,6,79,530623
248,6,94,600271
85,5,49,274818
267,4,73,613422
295,3,20,659494
269,6,30,670321
37,3,87,113191
73,2,98,164586
181,3,73,410730
49,5,35,210852
167,6,32,481122
36,1,39,90026
194,3,22,458742
266,1,56,524890
268,1,45,548735
141,4,7,388191
70,3,78,191869
190,1,56,378491
162,3,33,392017
95,2,80,203717
105,5,83,293424
149,1,83,281061
124,6,64,376828
192,1,70,378469
61,6,33,257235
38,6,45,215709
52,5,30,218459
85,1,64,173942
87,5,9,293165
134,3,73,315968
242,1,82,480174
174,2,3,397500
214,3,52,484478
270,3,79,574420
112,3,5,296531
106,5,3,329281
138,3,65,331652
206,2,48,451893
46,6,92,200117
225,6,10,588533
144,5,64,396223
244,5,93,569772
300,1,77,599677
298,5,56,698985
167,2,73,354403
154,3,31,372460
148,4,40,373781
153,4,93,372232
215,1,45,445365
288,1,46,588464
147,4,100,357724
147,5,16,420216
155,4,86,384761
100,5,33,311200
204,3,15,469670
239,4,64,547262
283,6,98,673291
122,4,1,339064
91,4,33,276972
270,6,12,679341
47,4,3,188270
67,2,65,165344
228,4,45,532176
235,6,71,589511
180,1,43,368831
85,6,5,310416
211,4,52,505937
253,3,96,548233
98,6,23,346118
290,1,19,587655
219,6,83,559661
224,3,56,496390
290,6,75,699152
79,2,38,198964
204,1,72,411163
298,5,65,698981
176,3,49,407839
121,2,5,286903
250,5,35,619846
190,1,44,386732
114,1,36,237573
279,4,28,642348
177,3,77,391677
148,6,35,426620
79,2,70,186669
116,1,76,217902
129,1,62,249044
219,2,36,482315
248,6,56,630668
94,4,37,266791
91,4,55,266162
164,1,17,345324
89,3,10,246288
68,3,20,209615
201,3,58,460604
67,6,88,249115
49,4,12,200281
192,2,71,396767
34,2,17,120413
222,2,86,456011
165,4,19,428276
125,6,63,374060
97,2,81,204506
294,6,95,697018
31,4,8,164878
136,6,22,404471
244,6,33,627261
150,6,44,438267
122,3,29,306972
278,4,80,626851
212,5,61,524280
79,2,14,201813
244,4,41,569706
247,1,22,515428
193,6,14,531789
233,6,16,615451
280,5,52,661895
44,3,34,156029
140,4,7,385624
195,3,86,431007
240,4,56,561532
234,3,6,539392
278,6,28,695935
53,3,57,161628
143,5,21,410164
135,6,14,415203
96,5,69,280052
40,4,11,176521
210,5,8,533412
295,2,46,629146
131,2,68,287760
147,3,20,363251
199,4,27,495319
157,1,4,328056
299,1,64,600439
278,1,20,572276
184,1,29,379503
47,3,95,125051
223,6,51,569898
168,1,9,349821
288,6,90,693611
40,1,95,74750
107,1,94,210673
230,2,77,479429
195,4,65,454767
184,3,58,416440
81,3,83,212680
271,4,37,631274
77,2,52,191582
172,4,36,437072
289,2,48,599364
284,6,50,700213
85,4,28,267735
42,4,98,142405
258,3,61,575053
85,6,39,305293
103,6,10,345125
116,2,62,266644
157,1,18,335011
272,5,92,640767
149,1,98,289968
159,4,39,403471
107,1,41,231124
238,1,34,484255
280,5,63,660056
150,3,59,357226
293,5,94,666068
83,4,89,222939
222,2,96,446046
112,5,95,304980
115,2,56,251324
49,4,63,168394
298,4,17,697126
244,4,1,587323
90,4,37,264083
297,3,78,639977
114,2,37,270345
134,5,91,358765
295,5,32,707670
266,2,42,559634
114,5,91,322127
35,3,53,119672
106,4,8,298983
189,6,24,514929
78,5,58,258647
78,1,79,154758
110,1,44,235722
145,3,80,323462
128,3,36,320564
186,3,79,418614
160,5,69,414038
69,5,19,248774
140,3,22,344815
82,2,66,196845
226,3,73,507204
171,6,78,466312
137,2,0,321596
140,1,78,268600
103,2,60,222008
195,1,6,407088
291,4,54,665856
197,3,64,437243
153,5,50,413363
227,6,60,581632
189,5,40,494389
70,5,27,249643
172,6,18,491127
256,4,88,575009
91,5,55,286409
121,1,46,253872
207,6,54,539405
127,4,47,331065
35,2,56,99428
299,2,0,657208
188,3,12,448287
159,5,1,452482
169,1,82,329209
275,4,5,646291
170,6,7,495949
45,6,60,225908
262,4,22,620713
83,1,47,163144
108,6,94,324196
97,1,53,191713
58,4,81,175642
190,1,69,376492
129,6,78,367346
200,6,40,529544
217,5,1,561811
243,6,85,594014
63,2,97,143633
105,6,34,339151
118,4,5,333028
131,6,64,389810
118,6,95,338105
189,3,71,426091
90,3,59,240017
74,5,59,242288
89,1,23,186631
125,3,75,285658
116,1,27,248472
265,1,92,516284
187,6,82,487461
97,3,6,269029
176,2,35,382601
191,4,28,466968
169,2,22,378864
162,6,56,450268
77,4,45,244962
216,3,98,474939
260,6,87,630786
48,5,49,196502
137,6,55,403367
177,2,43,393307
167,1,65,329904
162,2,59,348947
46,1,66,86708
273,2,59,581628
195,3,72,438583
47,3,89,126827
213,1,20,446808
273,3,43,597083
125,3,39,304732
269,5,23,644512
254,5,58,619250
252,6,51,639118
154,3,92,348429
202,4,86,472744
183,1,29,386012
85,4,54,247226
235,5,3,589174
292,2,38,628357
298,2,72,611772
96,6,42,316962
76,3,98,182435
207,4,50,489417
265,1,84,516232
132,2,38,298877
71,2,30,176662
253,1,92,492219
108,6,71,339863
32,4,20,157295
81,4,70,236912
138,4,85,344330
267,6,31,664739
228,2,40,484375
234,3,36,532513
231,5,9,584766
280,6,94,681616
43,2,77,101037
150,3,46,357736
286,1,78,575433
233,1,82,455739
100,4,24,281849
138,3,55,322042
203,4,83,468694
247,2,36,529793
228,6,61,572741
163,4,22,412558
233,6,66,583087
268,1,44,536722
237,1,20,491453
95,5,64,291982
262,1,62,527363
246,1,38,505725
162,6,81,435399
260,5,47,631717
201,5,46,502259
121,4,68,317365
70,2,0,191046
162,2,65,352909
252,1,59,504631
50,1,62,105281
217,1,76,430701
159,4,43,400504
42,5,34,191256
180,3,53,404374
258,3,38,566967
87,3,93,202999
232,2,22,497954
78,2,93,163539
282,4,35,651317
264,6,79,644398
298,5,58,689131
69,3,47,185454
105,5,92,291513
225,5,92,530780
202,6,95,515895
246,4,2,587227
161,6,83,431397
251,1,24,526107
163,3,78,376644
154,6,6,457862
272,2,97,559517
170,6,88,450885
171,5,85,424498
234,2,86,482936
169,1,52,338987
39,4,84,138652
170,3,59,401030
192,1,28,395167
39,6,41,208843
62,5,36,244566
265,5,53,643304
198,5,49,506984
36,3,43,130274
207,4,19,511537
285,2,68,588370
229,3,51,503657
70,6,62,273593
206,1,26,433953
219,3,37,498532
261,6,59,639368
109,5,74,308863
210,5,55,526611
41,3,71,134681
150,4,68,367115
223,5,15,558177
232,2,27,496825
178,2,20,401143
239,3,96,511735
244,5,35,599466
215,6,13,575212
287,5,68,674650
145,4,63,370001
176,4,20,439820
234,3,0,550454
201,4,83,464444
80,4,74,234100
244,4,24,569351
144,2,78,313294
71,5,73,241194
41,3,78,123990
115,5,80,328463
76,3,2,235904
229,5,65,553325
112,4,47,303041
119,4,91,298146
195,2,37,417323
45,2,73,115911
265,2,87,554967
257,2,22,560319
286,6,14,726192
199,2,31,440745
65,1,95,108059
238,5,60,579626
66,4,33,226407
91,6,99,302289
42,4,61,151559
179,4,92,412507
216,4,91,502362
255,4,100,564065
83,2,33,211799
87,6,21,317608
241,6,43,609451
154,4,26,396267
79,3,82,192627
264,6,62,651219
163,3,37,390771
199,4,89,460851
170,5,4,457988
105,5,36,311450
143,3,72,334085
179,3,91,391787
186,4,91,440013
180,2,95,366212
105,5,37,322790
161,6,29,451317
138,5,38,380661
36,3,46,135265
294,4,61,659183
206,6,19,563639
286,3,66,622867
223,4,82,508741
298,4,22,693059
224,1,85,431121
205,2,39,441164
144,2,35,333943
91,6,25,323681
285,4,72,631599
298,2,94,605036
216,6,4,583457
80,3,64,201601
168,5,68,441420
70,1,57,150769
297,2,31,629990
123,6,83,360831
146,6,91,410544
120,1,77,232908
172,1,95,327226
62,2,66,147520
61,2,29,158393
274,4,12,650794
56,3,81,146993
130,4,14,358880
72,4,25,227272
140,5,62,380029
34,5,55,164654
256,6,24,661698
263,1,32,541542
168,4,80,399784
198,5,61,503449
175,6,38,483457
157,3,35,383391
287,3,80,621419
87,2,62,189413
193,5,60,493245
113,2,8,276956
185,1,56,373820
123,2,99,249962
148,2,39,336842
186,3,98,415180
271,1,87,532032
137,5,86,359665
195,2,24,433383
117,2,78,247948
196,5,60,502504
243,6,34,619894
164,4,38,414950
104,3,42,267797
191,4,39,470336
231,4,0,565240
58,4,45,192585
263,3,2,596826
136,6,91,383986
180,3,3,434346
248,4,41,587886
132,2,79,288880
255,3,13,572238
154,2,41,347318
270,1,99,528181
279,2,35,603880
222,1,12,456038
205,3,68,459906
254,3,14,582861
98,6,9,343034
241,2,19,533726
183,5,25,489410
75,4,31,238342
163,5,67,423749
41,2,98,85028
190,3,98,420409
139,2,41,316946
146,4,46,374512
131,6,90,374487
160,5,95,397758
101,1,82,197660
248,4,62,562773
300,1,65,601238
38,5,55,170051
288,3,68,629922
174,5,42,448399
68,5,11,264894
87,5,20,297826
74,5,59,259389
127,1,98,243921
171,4,57,414187
199,1,23,422648
203,4,67,483368
40,4,73,150427
33,5,49,162018
34,2,41,105596
107,3,28,286948
197,5,58,492364
211,6,73,537800
126,2,26,291708
122,1,3,275279
50,2,69,123820
65,3,40,186540
136,2,38,302150
247,3,29,554518
211,1,17,444606
93,4,3,289347
136,4,6,374241
254,4,25,594738
224,5,15,560042
119,5,74,340324
92,2,96,192469
91,4,94,254219
213,6,40,563602
127,2,11,306210
214,4,32,521870
87,4,2,263437
224,4,51,520878
211,3,39,473539
252,6,38,636315
73,6,82,265969
271,1,35,553592
53,2,31,139411
34,2,66,86703
101,6,60,319277
61,5,26,236203
220,5,53,538960
244,2,22,536193
107,6,85,325951
216,1,100,412320
45,4,26,179629
236,6,47,601889
194,1,100,363846
199,1,60,390121
103,4,5,311677
223,5,92,541409
116,2,12,267689
208,2,11,465358
63,1,60,132218
242,5,56,581004
30,3,60,116384
161,2,41,363294
217,5,85,518158
274,4,95,618718
130,2,28,305666
96,2,28,223493
78,6,51,284850
83,2,28,203013
124,6,84,364266
198,6,59,531758
296,5,73,686540
97,3,54,249680
104,5,94,286521
227,6,6,598084
123,1,18,254917
151,2,50,332568
35,5,61,176454
206,2,80,438913
237,4,27,568050
164,5,56,424460
173,6,98,463658
202,3,23,468165
204,4,98,476786
263,6,12,672418
295,3,8,663774
248,6,3,652603
94,1,29,206389
86,1,70,168689
94,3,39,252229
253,5,10,633538
123,4,65,316385
102,6,28,333347
131,6,95,375597
299,5,99,678373
298,1,68,595683
147,6,67,412664
221,2,12,482627
145,6,19,440121
247,2,35,521602
235,3,49,532496
245,4,59,566948
99,6,38,322811
68,3,90,183211
189,2,93,400263
64,1,96,118047
101,2,61,222851
154,4,100,363224
244,4,75,554336
157,3,9,382815
171,2,51,365645
107,2,56,236266
171,3,1,410443
296,3,67,633562
271,2,84,562761
182,1,69,371389
262,2,9,571586
169,1,48,342170
87,6,59,304356
116,6,88,352767
179,2,66,374976
75,6,77,278829
215,2,85,452204
251,4,7,592646
173,6,93,457839
158,6,65,440775
244,6,32,626887
72,1,12,170110
154,5,63,405054
252,6,34,633806
279,5,77,660734
222,5,66,545136
51,5,13,231144
80,5,12,274049
152,3,74,359185
245,4,91,544906
207,6,100,528425
265,5,66,619821
234,6,95,584149
43,2,72,103122
42,6,42,210437
179,4,3,461762
159,3,87,359473
210,2,35,460614
54,3,58,158423
112,2,71,253533
194,6,51,519020
118,4,11,332536
210,5,68,515257
192,3,12,447163
237,3,79,523692
125,4,25,338673
278,3,43,618144
215,2,21,472176
38,1,24,100465
188,5,89,473765
181,5,68,455629
233,5,89,547888
131,1,11,292194
237,3,18,542946
211,4,17,517823
83,6,37,309881
72,3,28,212301
50,2,70,117079
170,1,63,337155
142,2,28,327229
140,2,1,329325
154,1,78,307635
254,4,71,587662
128,4,23,353792
234,6,73,591484
163,6,46,456236
250,3,46,554290
193,5,45,485524
98,3,89,233490
95,1,100,181628
273,5,40,648434
146,6,44,432555
144,4,34,383217
57,4,79,186748
284,5,55,663118
117,1,71,235295
59,3,61,163445
62,6,45,248143
171,5,32,445103
281,4,90,620369
232,2,84,485214
188,5,89,465383
199,2,72,425844
238,2,98,494482
191,1,78,367535
213,5,15,537326
62,5,52,223482
129,2,76,273476
122,1,83,242019
91,3,11,245685
236,5,89,564095
238,4,89,545945
100,3,23,258941
189,3,22,448302
159,4,11,409647
163,4,25,413426
209,6,81,528272
203,4,96,460681
298,3,2,680062
61,5,7,246427
78,2,0,213338
36,1,41,83207
186,1,72,376660
221,1,22,454376
285,2,68,589955
206,1,87,397268
221,5,22,562640
120,5,19,361985
45,5,4,221015
91,3,37,235731
208,6,23,566136
295,2,12,641507
128,5,19,374455
262,6,70,648741
259,1,85,517168
63,3,31,190583
102,2,62,225371
236,1,45,470920
275,6,90,673370
80,5,11,281103
299,5,73,701230
297,4,96,663503
132,3,41,317039
259,2,37,557169
236,4,48,545499
281,1,62,555618
194,5,61,498577
229,3,63,507210
58,5,5,235162
75,3,75,203719
118,6,40,361571
44,1,38,100412
126,3,68,291518
252,6,65,635169
121,5,47,339665
139,1,58,275885
143,6,40,412390
134,4,26,366315
37,1,48,76551
89,3,0,250877
199,2,49,425883
220,4,5,533109
102,5,31,315060
246,6,73,612949
134,6,94,379333
239,6,1,631227
241,4,35,564209
279,3,76,592941
232,1,89,458117
95,6,88,302106
66,6,14,270177
111,4,8,314808
197,2,94,404804
233,3,68,513186
175,5,33,455355
91,4,25,264834
284,2,16,618581
48,4,61,165182
87,2,4,225116
124,1,97,226408
153,4,78,376953
254,6,18,655284
51,6,64,222592
137,6,40,399433
37,2,43,105018
119,3,59,285974
58,4,48,191816
179,5,8,477180
124,6,24,389406
254,1,56,502873
155,5,67,407630
112,2,70,246405
59,1,87,100334
239,5,68,566372
116,6,41,367736
49,2,13,140456
33,4,0,174438
59,4,98,187377
91,2,97,184353
67,1,83,131411
227,3,87,496873
260,6,30,664074
158,3,81,363508
275,2,58,584378
214,2,18,470199
119,4,32,320453
218,6,2,589347
183,2,5,419071
240,6,69,599837
235,2,80,489565
136,4,53,354488
265,6,57,661745
228,4,46,538669
196,6,51,515961
135,2,27,305457
129,6,84,376308
267,5,97,623576
221,6,39,573396
231,2,60,481560
261,3,99,560904
56,2,27,152265
110,6,49,357357
251,2,56,520381
135,4,72,336847
169,6,87,461660
109,6,51,356443
131,2,52,291570
269,2,94,544678
279,3,78,609186
48,6,12,233341
73,1,1,162328
199,1,40,408688
133,6,19,405379
187,1,46,380938
258,4,43,594541
178,3,12,434611
111,2,20,267604
90,5,79,276824
111,5,70,324386
173,6,31,477314
105,4,12,296490
99,4,60,276431
274,2,98,549453
215,4,74,509140
123,4,2,351314
206,3,10,485123
65,2,17,173033
231,2,14,502859
194,3,91,419322
211,5,63,512322
243,2,46,515880
128,5,35,374053
42,4,40,163468
56,6,30,250047
164,4,55,407059
50,3,95,142010
71,3,70,180028
96,5,1,325397
39,3,48,130341
270,4,49,611579
168,6,48,467798
217,5,100,522910
238,6,43,603136
207,6,33,558900
128,4,36,340338
72,4,85,202778
193,5,14,496153
95,1,31,195038
120,3,8,306846
151,1,9,313716
36,6,43,197106
109,5,80,316098
199,6,13,536796
58,6,17,255737
71,2,11,180601
31,4,87,124837
137,1,91,255202
228,3,80,506345
128,4,25,352230
125,4,36,344992
61,4,23,219432
33,1,22,78678
164,2,69,359255
126,6,15,388483
126,2,41,283061
113,4,81,303008
181,5,52,472802
176,2,54,378623
206,6,30,557385
33,6,87,179446
174,2,8,386819
62,4,44,198379
250,1,86,495212
36,6,86,180491
193,5,98,473644
63,5,33,238255
260,3,95,562743
219,4,38,528826
190,5,95,463235
146,5,21,399999
210,4,59,501527
196,4,59,473617
261,2,18,567434
244,1,17,506578
225,6,19,595488
217,1,55,432661
107,5,23,326910
78,1,50,166475
106,3,43,266280
41,4,50,157187
185,5,35,478462
127,4,77,329555
251,4,20,599969
60,3,13,181992
195,6,61,525516
178,2,30,400998
283,2,53,600872
36,3,80,110197
203,6,39,544457
92,5,16,309955
174,3,92,388434
95,3,72,241716
62,1,57,128324
243,2,26,526288
149,3,81,346203
173,5,43,462714
199,6,24,532565
194,6,73,506301
151,2,62,335658
270,1,40,555743
78,4,96,212461
194,1,67,392287
266,5,93,618516
64,4,49,204730
171,6,18,486720
60,4,31,204918
31,3,45,124812
104,3,40,272882
190,5,68,474355
126,5,77,340144
181,6,7,505587
298,5,36,704733
222,4,89,498757
182,3,26,423320
181,1,3,389609
70,3,59,186237
258,6,48,654994
110,5,56,322892
85,3,58,220842
131,6,77,386054
175,2,75,364211
195,1,15,400717
197,5,61,496685
102,3,92,244488
43,6,55,214613
232,2,41,488731
174,3,72,402829
50,5,7,216521
284,1,8,584384
107,1,66,207953
150,1,96,288406
212,3,10,498521
205,1,63,412925
61,5,53,228775
109,5,11,335391
259,2,14,560944
146,2,7,347474
42,1,82,73589
275,1,5,570176
149,2,17,347603
193,3,49,444369
39,5,97,163690
282,1,85,558596
64,1,25,152322
48,2,29,143495
281,1,44,562041
218,5,21,555614
138,2,68,289040
174,3,71,396865
291,4,20,670605
161,3,25,387717
163,4,15,419351
261,1,57,533971
292,4,26,669656
87,1,49,172897
135,2,97,289884
182,6,86,476623
185,3,59,413181
147,5,32,403304
291,1,39,581805
140,2,42,309961
285,6,49,701126
264,4,77,592615
281,4,71,643153
176,6,31,482145
84,1,3,183439
35,3,0,144943
257,4,93,585415
111,1,6,246660
140,6,24,424266
220,1,35,454680
41,3,98,108946
91,3,18,248408
263,2,15,560995
273,2,1,589289
74,6,30,290917
169,3,2,420655
275,1,93,532823
140,1,50,287367
45,1,63,93971
268,4,22,617634
52,6,8,250002
174,6,61,470242
166,1,85,321911
126,2,88,271479
30,6,5,216455
252,5,89,599408
148,6,95,399549
176,3,11,432196
218,4,60,519845
113,3,84,269565
104,3,94,246763
238,2,74,499565
220,4,44,521982
105,6,96,327804
238,3,55,521832
159,2,42,352952
268,4,96,605268
114,1,43,242392
104,5,43,323501
111,5,17,336944
232,1,53,461466
286,5,5,702025
83,5,0,289346
114,6,29,367373
280,1,41,570833
232,5,84,558271
142,5,44,394769
84,2,81,190465
109,6,96,325771
30,5,13,186026
103,1,88,195845
153,4,38,387656
79,2,3,197331
45,3,15,155785
125,6,9,388596
159,4,15,415825
213,6,51,545946
183,3,49,423685
136,3,54,334722
274,6,78,676242
51,6,62,218232
285,3,44,618417
160,6,60,448574
80,4,88,234038
209,6,62,534095
224,1,62,441045
273,3,69,586416
72,2,92,150280
262,4,95,587055
153,5,60,398125
195,3,70,441784
140,5,52,377311
35,6,16,223045
44,5,56,182864
287,2,59,599402
228,5,83,539396
159,5,15,443932
281,2,57,588813
113,1,37,245897
199,4,14,487472
69,2,61,169533
157,1,49,315187
222,1,38,449785
144,3,87,337322
282,2,91,582170
89,1,21,189161
97,6,77,321640
42,4,63,160815
250,1,90,496208
218,6,69,551884
244,4,4,585539
253,5,89,599236
64,1,11,147210
213,4,51,512217
154,2,15,342790
112,1,73,215920
130,4,84,334288
221,5,33,559459
64,6,23,277874
241,1,71,469902
148,2,18,338641
98,6,89,313202
35,3,7,148918
36,1,67,68912
34,3,17,136670
154,4,27,393382
273,4,61,618616
80,2,49,198521
66,2,85,142160
291,2,97,585428
274,5,9,677951
114,2,80,249549
215,2,33,470116
60,4,5,218501
232,1,24,481644
230,4,77,526563
95,4,78,265496
238,6,96,582753
153,5,66,404024
284,1,55,580654
45,4,8,195205
73,6,99,251169
50,3,35,163886
173,4,83,413989
185,5,77,464918
187,4,65,453983
227,6,75,582356
100,4,43,275781
280,3,68,614740
62,3,80,165788
168,3,76,387426
146,3,41,348445
127,3,39,309686
201,5,86,496085
172,3,76,392488
126,5,100,331563
181,2,87,379045
194,2,59,423462
296,2,15,635550
156,2,76,332655
123,6,63,373087
155,4,61,384471
265,5,43,632595
160,5,9,439675
93,4,70,260880
31,1,24,75749
283,4,70,647122
171,5,72,441978
131,3,6,338615
280,5,13,685409
253,4,40,583913
101,2,15,247840
57,1,8,134888
85,5,68,266595
95,1,95,180869
134,1,84,267965
60,1,14,140462
171,3,55,392886
148,2,79,324180
166,5,45,436745
107,1,70,220140
192,2,21,428159
134,5,78,352371
112,1,73,218638
278,1,12,574267
238,2,30,519057
114,2,28,265957
84,1,30,181108
252,5,76,601271
258,2,29,547688
71,4,91,210153
256,2,94,526998
224,1,69,444303
135,6,62,399508
298,3,41,645278
285,5,78,666510
256,5,26,628821
103,6,9,362092
223,2,100,459238
136,2,40,307575
237,3,31,536124
148,4,76,370991
42,6,72,203197
63,4,91,180316
229,5,44,567180
225,1,62,454496
258,4,11,615931
160,3,29,382218
217,3,61,479780
116,2,74,259346
130,1,48,267746
54,2,11,148802
77,5,89,251514
55,3,10,188211
160,4,19,412006
102,4,35,286095
147,4,39,373860
296,1,29,598423
56,5,83,199565
177,5,60,458869
115,2,2,275602
69,1,98,117126
167,2,68,350867
266,5,97,620289
121,2,68,260921
155,1,41,314229
169,5,2,468613
288,1,50,575422
115,1,60,226108
97,2,77,215232
172,4,31,436507
119,6,14,380533
112,6,77,334585
64,4,17,211218
177,4,67,433254
232,5,69,564634
298,4,82,670228
211,5,73,521077
158,5,52,415668
287,4,16,658793
135,1,76,266642
182,1,77,361713
225,4,38,537042
42,3,62,130711
38,2,55,98822
260,5,97,600782
184,4,31,450263
38,2,56,101887
279,4,59,639643
220,2,59,460673
242,1,31,491368
81,3,47,209940
209,4,49,502601
69,5,37,249825
292,5,61,675927
275,1,45,557861
129,3,64,302837
35,1,18,96202
168,1,3,366495
141,6,66,407765
42,4,51,164545
265,3,79,574100
175,3,6,429540
93,4,97,253174
251,5,4,633356
289,1,19,597783
199,6,91,516013
166,2,18,371233
77,5,49,258436
231,2,5,501442
185,1,17,384573
244,5,24,607083
107,4,70,294618
160,2,0,362170
113,1,33,243615
63,2,59,147826
282,1,10,590060
205,5,93,499993
270,3,73,594103
199,6,85,514699
299,2,85,623325
296,6,35,737459
155,2,2,363417
277,3,42,618873
183,4,92,432461
56,5,38,220242
84,2,71,186927
142,2,59,305421
80,6,69,288975
215,4,95,495102
244,5,42,596000
71,2,20,189767
63,3,7,202474
237,4,19,569973
272,1,42,554336
90,3,30,248942
281,4,75,629013
237,4,30,561386
154,5,21,425613
111,5,41,340046
222,1,12,456890
72,6,1,288516
249,4,11,588577
56,1,60,108818
46,2,37,129218
212,6,73,537667
50,2,39,135218
81,1,74,150098
50,5,0,221299
117,4,62,302723
166,5,37,449438
66,5,36,237142
63,4,77,193719
110,6,99,337271
79,4,77,224533
175,1,50,356097
113,6,60,356827
213,5,39,535022
235,4,30,558135
197,2,30,437115
106,6,19,345605
70,1,75,128857
105,1,57,206332
106,6,9,357656
200,6,40,542981
152,6,61,433865
239,1,82,478291
184,6,26,513106
47,3,20,163805
128,3,8,319402
46,3,49,143513
284,4,84,637424
195,4,17,483912
246,6,40,634565
124,1,100,228379
158,4,11,417554
201,2,5,444598
152,5,77,404431
172,2,92,353115
243,1,98,462102
214,6,43,563023
202,1,13,429620
286,2,27,606043
200,6,84,522947
170,5,50,452325
130,4,98,312091
262,6,75,651928
178,5,96,447556
52,3,42,152787
238,5,80,561057
272,4,59,630347
148,3,75,338303
260,3,38,571068
147,6,74,412727
232,3,0,546391
147,1,28,312521
152,4,0,408090
54,1,35,126539
243,1,64,485433
56,4,74,179393
177,1,30,369747
198,2,69,414962
37,6,54,195010
198,6,31,539324
40,1,16,97060
116,6,37,365624
242,2,54,509087
113,3,12,295662
188,5,88,473779
65,1,19,141379
31,2,8,107649
121,1,97,232987
202,1,64,410917
268,5,15,660769
172,1,45,344015
210,2,49,446602
158,6,2,458031
62,2,18,168009
112,5,88,321324
129,4,96,321114
45,3,49,149568
83,5,99,254587
138,2,24,322240
64,6,29,272599
264,4,41,613687
131,1,4,290240
126,1,73,249446
38,6,47,208299
242,6,0,634327
267,1,17,545344
296,5,98,671617
99,4,63,280939
204,1,79,392464
192,2,39,425999
247,3,4,560892
58,3,85,151486
162,4,19,415596
204,4,9,511798
216,1,63,431905
183,4,2,456056
175,3,23,408849
100,5,77,303845
81,3,14,224518
165,3,40,383054
123,5,27,369278
