id_venta,fecha,unidades,importe,canal,ciudad_x,cod_postal,municipio_id,id_hash,ciudad_y,cp_trunc,decada_nacimiento
336,2025-01-05,3,196.27,app,Zaragoza,50001,500,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,Zaragoza,500,1970s
337,2025-02-12,3,133.84,tienda,Valencia,46021,460,1e472b39b105d349bcd069c4a711b44a2fffb8e274714bb07ecfff69a9a7f67b,Valencia,460,1980s
338,2025-02-11,8,242.75,app,Valladolid,47001,470,7f2253d7e228b22a08bda1f09c516f6fead81df6536eb02fa991a34bb38d9be8,Valladolid,470,1970s
339,2025-02-09,9,58.04,web,Bilbao,48002,480,5966abd0cbfc86f98a186531b2b4ee5f6e910120ce13222f98207203dfc9a9a2,Bilbao,480,1960s
340,2025-02-22,6,137.76,tienda,Sevilla,41005,410,e0850a775c17a87060c0cf6efad1020e0cbef5a44ba942bef6add5776598de53,Sevilla,410,1960s
341,2025-01-28,10,183.35,web,Sevilla,41002,410,7b1a278f5abe8e9da907fc9c29dfd432d60dc76e17b0fabab659d2a508bc65c4,Sevilla,410,1990s
342,2025-02-15,7,153.01,app,Madrid,28011,280,1be00341082e25c4e251ca6713e767f7131a2823b0052caf9c9b006ec512f6cb,Madrid,280,1990s
343,2025-01-24,1,14.87,app,Valladolid,47002,470,a0f8b2c4cb1ac82abdb37f0fe5203b97be556c4468c83bba18684d620fd8eaf9,Valladolid,470,2000s
344,2025-02-15,10,113.73,web,Zaragoza,50002,500,766cb53c753baedac5dc782593e04694b3bae3aed057ac2ff98cc1aef6413137,Zaragoza,500,1980s
345,2025-01-10,9,220.4,web,Bilbao,48003,480,3d914f9348c9cc0ff8a79716700b9fcd4d2f3e711608004eb8f138bcba7f14d9,Bilbao,480,1960s
346,2025-02-03,10,28.08,tienda,Valladolid,47001,470,79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,Valladolid,470,1970s
347,2025-01-31,2,191.05,app,Madrid,28001,280,65a699905c02619370bcf9207f5a477c3d67130ca71ec6f750e07fe8d510b084,Madrid,280,1990s
348,2025-02-21,10,175.99,tienda,Sevilla,41005,410,27d719c754aacd492a6dc8a1b76619355abcf5ef473cbec02018d3c57ebbf0d5,Sevilla,410,1990s
349,2025-02-04,8,234.67,web,Valencia,46001,460,cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461,Valencia,460,1990s
350,2025-02-27,6,143.42,web,Valencia,46001,460,4be84111a613654b362415e563cb7607df7b203b5d303802a8a546061bbc7847,Valencia,460,1990s
351,2025-02-21,3,91.91,tienda,Sevilla,41001,410,580811fa95269f3ecd4f22d176e079d36093573680b6ef66fa341e687a15b5da,Sevilla,410,1980s
352,2025-02-16,5,236.58,tienda,Murcia,30002,300,0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,Murcia,300,1980s
353,2025-02-07,1,54.88,app,Madrid,28002,280,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,Madrid,280,1970s
354,2025-02-21,1,222.53,web,Madrid,28011,280,9ae2bdd7beedc2e766c6b76585530e16925115707dc7a06ab5ee4aa2776b2c7b,Madrid,280,1980s
355,2025-01-06,2,42.41,web,Bilbao,48002,480,9f484139a27415ae2e8612bf6c65a8101a18eb5e9b7809e74ca63a45a65f17f4,Bilbao,480,1990s
356,2025-01-09,5,186.66,web,Valladolid,47010,470,38d66d9692ac590000a91b03a88da1c88d51fab2b78f63171f553ecc551a0c6f,Valladolid,470,1990s
357,2025-02-17,3,37.91,app,Valladolid,47010,470,2c624232cdd221771294dfbb310aca000a0df6ac8b66b696d90ef06fdefb64a3,Valladolid,470,1990s
358,2025-02-12,3,136.76,web,Bilbao,48001,480,349c41201b62db851192665c504b350ff98c6b45fb62a8a2161f78b6534d8de9,Bilbao,480,1970s
359,2025-02-01,9,58.34,tienda,Valencia,46002,460,89aa1e580023722db67646e8149eb246c748e180e34a1cf679ab0b41a416d904,Valencia,460,1960s
360,2025-01-06,10,290.37,tienda,Valencia,46001,460,cba28b89eb859497f544956d64cf2ecf29b76fe2ef7175b33ea59e64293a4461,Valencia,460,1990s
361,2025-02-18,7,298.11,tienda,Valencia,46001,460,9512d95d00d61bdec03d2b99d6ecc455ee5644ae52d10e7c4a61c93062dc97a3,Valencia,460,2000s
362,2025-02-16,4,193.08,app,Madrid,28003,280,8f1f64db81c40ea10e1e9080c9ae60a7acb8925968c431ee16784dea9841c66f,Madrid,280,2000s
363,2025-01-04,2,194.47,tienda,Valladolid,47002,470,8cd2510271575d8430c05368315a87b9c4784c7389a47496080c1e615a2a00b6,Valladolid,470,1970s
364,2025-01-30,5,122.63,web,Murcia,30002,300,434c9b5ae514646bbd91b50032ca579efec8f22bf0b4aac12e65997c418e0dd6,Murcia,300,1970s
365,2025-01-15,7,117.04,web,Madrid,28003,280,303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,Madrid,280,1970s
366,2025-01-10,7,161.48,tienda,Valencia,46021,460,13671077b66a29874a2578b5240319092ef2a1043228e433e9b006b5e53e7513,Valencia,460,1990s
367,2025-03-01,7,240.21,app,Málaga,29001,290,ec2e990b934dde55cb87300629cedfc21b15cd28bbcf77d8bbdc55359d7689da,Málaga,290,1970s
368,2025-02-03,1,206.45,tienda,Bilbao,48002,480,79d6eaa2676189eb927f2e16a70091474078e2117c3fc607d35cdc6b591ef355,Bilbao,480,1990s
369,2025-02-10,7,109.38,app,Madrid,28003,280,303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,Madrid,280,1970s
370,2025-01-22,2,84.75,web,Zaragoza,50002,500,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,Zaragoza,500,1960s
371,2025-01-26,4,141.03,app,Sevilla,41001,410,983bd614bb5afece5ab3b6023f71147cd7b6bc2314f9d27af7422541c6558389,Sevilla,410,1960s
372,2025-02-03,3,104.53,web,Zaragoza,50007,500,ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,Zaragoza,500,1960s
373,2025-01-01,2,203.48,tienda,Murcia,30007,300,71a1c003a2b855d85582c8f6c7648c49d3fe836408a7e1b5d9b222448acb3c1b,Murcia,300,1970s
374,2025-01-07,8,159.95,web,Sevilla,41001,410,093434a3ee9e0a010bb2c2aae06c2614dd24894062a1caf26718a01e175569b8,Sevilla,410,1990s
375,2025-02-16,4,88.57,tienda,Murcia,30002,300,6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,Murcia,300,1990s
376,2025-02-09,10,32.12,app,Sevilla,41002,410,3fdba35f04dc8c462986c992bcf875546257113072a909c162f7e470e581e278,Sevilla,410,1980s
377,2025-02-08,2,193.23,tienda,Bilbao,48002,480,b1556dea32e9d0cdbfed038fd7787275775ea40939c146a64e205bcb349ad02f,Bilbao,480,1970s
378,2025-01-25,10,198.64,tienda,Zaragoza,50007,500,49d180ecf56132819571bf39d9b7b342522a2ac6d23c1418d3338251bfe469c8,Zaragoza,500,1990s
379,2025-02-14,5,59.36,web,Sevilla,41010,410,c837649cce43f2729138e72cc315207057ac82599a59be72765a477f22d14a54,Sevilla,410,1980s
380,2025-02-10,5,138.77,web,Bilbao,48001,480,0b918943df0962bc7a1824c0555a389347b4febdc7cf9d1254406d80ce44e3f9,Bilbao,480,1990s
381,2025-01-17,2,52.78,web,Sevilla,41005,410,e0f05da93a0f5a86a3be5fc0e301606513c9f7e59dac2357348aa0f2f47db984,Sevilla,410,1980s
382,2025-01-25,1,119.63,web,Murcia,30002,300,e29c9c180c6279b0b02abd6a1801c7c04082cf486ec027aa13515e4f3884bb6b,Murcia,300,1970s
383,2025-01-12,8,134.97,tienda,Málaga,29002,290,36ebe205bcdfc499a25e6923f4450fa8d48196ceb4fa0ce077d9d8ec4a36926d,Málaga,290,1960s
384,2025-01-12,2,195.42,tienda,Zaragoza,50002,500,c17edaae86e4016a583e098582f6dbf3eccade8ef83747df9ba617ded9d31309,Zaragoza,500,1970s
385,2025-02-19,10,132.22,app,Sevilla,41005,410,27d719c754aacd492a6dc8a1b76619355abcf5ef473cbec02018d3c57ebbf0d5,Sevilla,410,1990s
386,2025-02-28,5,135.27,tienda,Bilbao,48003,480,02d20bbd7e394ad5999a4cebabac9619732c343a4cac99470c03e23ba2bdc2bc,Bilbao,480,1960s
387,2025-01-05,5,25.77,web,Sevilla,41002,410,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a,Sevilla,410,2000s
388,2025-02-27,1,151.82,tienda,Valladolid,47001,470,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,Valladolid,470,1980s
389,2025-01-18,6,49.72,web,Valencia,46023,460,27badc983df1780b60c2b3fa9d3a19a00e46aac798451f0febdca52920faaddf,Valencia,460,1990s
390,2025-01-01,8,157.04,web,Málaga,29001,290,9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,Málaga,290,1970s
391,2025-01-26,2,253.99,app,Valencia,46021,460,84a5092e4a5b6fe968fd523fb2fc917dbffae44105f82b6b94c8ed5b9a800223,Valencia,460,1980s
392,2025-01-01,8,118.41,tienda,Bilbao,48003,480,e5b861a6d8a966dfca7e7341cd3eb6be9901688d547a72ebed0b1f5e14f3d08d,Bilbao,480,1970s
393,2025-02-04,6,280.84,web,Sevilla,41010,410,33512007840ced1bb0aab68f47cb5f702abd494a15f26bcbe26a1e47af03d841,Sevilla,410,2000s
394,2025-01-26,2,21.28,web,Murcia,30002,300,0fecf9247f3ddc84db8a804fa3065c013baf6b7c2458c2ba2bf56c2e1d42ddd4,Murcia,300,1980s
395,2025-02-24,2,288.47,web,Madrid,28011,280,718127812c05853f0bec61582a4a3840b1c844fe11fe1a004b5b7eb8b8b59846,Madrid,280,1980s
396,2025-02-11,9,64.92,tienda,Sevilla,41001,410,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,Sevilla,410,1970s
397,2025-02-12,7,61.35,tienda,Murcia,30007,300,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,Murcia,300,1970s
398,2025-02-01,8,30.03,app,Valencia,46023,460,52f11620e397f867b7d9f19e48caeb64658356a6b5d17138c00dd9feaf5d7ad6,Valencia,460,1970s
399,2025-01-09,1,15.53,app,Murcia,30001,300,29db0c6782dbd5000559ef4d9e953e300e2b479eed26d887ef3f92b921c06a67,Murcia,300,1980s
400,2025-02-01,9,119.69,app,Valladolid,47002,470,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,Valladolid,470,1990s
401,2025-02-01,8,162.51,tienda,Murcia,30007,300,7ed8f0f3b707956d9fb1e889e11153e0aa0a854983081d262fbe5eede32da7ca,Murcia,300,1980s
402,2025-01-22,1,21.54,web,Zaragoza,50002,500,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767,Zaragoza,500,1990s
403,2025-01-14,9,243.1,web,Valencia,46023,460,d029fa3a95e174a19934857f535eb9427d967218a36ea014b70ad704bc6c8d1c,Valencia,460,2000s
404,2025-01-10,4,223.61,tienda,Málaga,29004,290,3a1dfb05d7257530e6349233688c3e121945c5de50f1273a7620537755d61e45,Málaga,290,1970s
405,2025-02-17,1,46.77,web,Zaragoza,50002,500,9400f1b21cb527d7fa3d3eabba93557a18ebe7a2ca4e471cfe5e4c5b4ca7f767,Zaragoza,500,1990s
406,2025-01-16,3,211.88,tienda,Zaragoza,50001,500,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,Zaragoza,500,1960s
407,2025-02-10,5,19.74,tienda,Murcia,30001,300,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,Murcia,300,2000s
408,2025-02-09,10,55.35,tienda,Sevilla,41010,410,114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,Sevilla,410,1970s
409,2025-01-08,10,151.66,tienda,Bilbao,48003,480,02d20bbd7e394ad5999a4cebabac9619732c343a4cac99470c03e23ba2bdc2bc,Bilbao,480,1960s
410,2025-02-21,6,64.78,app,Valladolid,47001,470,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,Valladolid,470,1970s
411,2025-01-21,10,40.64,app,Málaga,29001,290,5cf4e26bd3d87da5e03f80a43a64f1220a1f4ba9e1d6348caea83c06353c3f39,Málaga,290,1960s
412,2025-01-21,4,251.75,tienda,Valladolid,47001,470,7f2253d7e228b22a08bda1f09c516f6fead81df6536eb02fa991a34bb38d9be8,Valladolid,470,1970s
413,2025-01-22,5,23.65,tienda,Murcia,30001,300,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,Murcia,300,2000s
414,2025-01-11,9,210.41,tienda,Sevilla,41001,410,d48ff4b2f68a10fd7c86f185a6ccede0dc0f2c48538d697cb33b6ada3f1e85db,Sevilla,410,1980s
415,2025-01-16,1,278.07,tienda,Zaragoza,50007,500,0e6523810856a138a75dec70a9cf3778a5c70b83ac915f22c33f05db97cb3e68,Zaragoza,500,1970s
416,2025-02-20,10,254.97,web,Valladolid,47010,470,41cfc0d1f2d127b04555b7246d84019b4d27710a3f3aff6e7764375b1e06e05d,Valladolid,470,1990s
417,2025-01-02,2,264.49,tienda,Sevilla,41002,410,5316ca1c5ddca8e6ceccfce58f3b8540e540ee22f6180fb89492904051b3d531,Sevilla,410,1960s
418,2025-01-12,10,278.21,web,Murcia,30002,300,4b227777d4dd1fc61c6f884f48641d02b4d121d3fd328cb08b5531fcacdabf8a,Murcia,300,1960s
419,2025-02-14,8,243.19,app,Bilbao,48002,480,802b906a18591ead8a6dd809b262ace4c65c16e89764c40ae326cfcff811e10c,Bilbao,480,1960s
420,2025-01-14,5,47.21,app,Zaragoza,50001,500,108c995b953c8a35561103e2014cf828eb654a99e310f87fab94c2f4b7d2a04f,Zaragoza,500,1960s
421,2025-01-27,3,75.58,app,Sevilla,41005,410,138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,Sevilla,410,2000s
422,2025-02-08,8,58.1,app,Sevilla,41002,410,f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b,Sevilla,410,1960s
423,2025-02-10,5,248.81,web,Zaragoza,50002,500,25fc0e7096fc653718202dc30b0c580b8ab87eac11a700cba03a7c021bc35b0c,Zaragoza,500,1980s
424,2025-01-01,4,169.52,tienda,Madrid,28002,280,d86580a57f7bf542e85202283cb845953c9d28f80a8e651db08b2fc0b2d6a731,Madrid,280,1960s
425,2025-01-07,9,187.58,app,Bilbao,48002,480,1c6c0bb2c7ecdc3be8e134f79b9de45155258c1f554ae7542dce48f5cc8d63f0,Bilbao,480,1990s
426,2025-01-30,4,232.25,web,Murcia,30002,300,6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,Murcia,300,1990s
427,2025-01-13,3,38.24,app,Murcia,30001,300,59e19706d51d39f66711c2653cd7eb1291c94d9b55eb14bda74ce4dc636d015a,Murcia,300,1960s
428,2025-02-01,1,57.02,tienda,Madrid,28002,280,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,Madrid,280,1970s
429,2025-01-19,5,66.83,web,Málaga,29010,290,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,Málaga,290,1990s
430,2025-01-03,1,35.8,app,Murcia,30007,300,c0509a487a18b003ba05e505419ebb63e57a29158073e381f57160b5c5b86426,Murcia,300,1960s
431,2025-01-11,8,236.72,app,Murcia,30001,300,1da51b8d8ff98f6a48f80ae79fe3ca6c26e1abb7b7d125259255d6d2b875ea08,Murcia,300,1960s
432,2025-01-05,8,269.05,app,Valencia,46023,460,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,Valencia,460,2000s
433,2025-01-21,6,128.62,tienda,Valencia,46001,460,4c15f47afe7f817fd559e12ddbc276f4930c5822f2049088d6f6605bec7cea56,Valencia,460,1960s
434,2025-01-21,4,72.2,app,Sevilla,41010,410,c837649cce43f2729138e72cc315207057ac82599a59be72765a477f22d14a54,Sevilla,410,1980s
435,2025-02-25,4,63.99,tienda,Valencia,46001,460,fa2b7af0a811b9acde602aacb78e3638e8506dfead5fe6c3425b10b526f94bdd,Valencia,460,1970s
436,2025-02-07,7,147.9,tienda,Madrid,28011,280,14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,Madrid,280,1980s
437,2025-03-01,3,184.78,web,Murcia,30007,300,f6e0a1e2ac41945a9aa7ff8a8aaa0cebc12a3bcc981a929ad5cf810a090e11ae,Murcia,300,1990s
438,2025-01-09,4,140.03,app,Zaragoza,50007,500,eb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cfeeb69c4c1361993ba4f377b9,Zaragoza,500,1980s
439,2025-01-18,3,64.65,tienda,Valencia,46023,460,52f11620e397f867b7d9f19e48caeb64658356a6b5d17138c00dd9feaf5d7ad6,Valencia,460,1970s
440,2025-01-04,2,87.78,web,Valladolid,47002,470,6db6eb4af1e18ab81d3878e44672185d60ca8c988c9e2f7783de220735534c33,Valladolid,470,1970s
441,2025-01-27,6,55.5,tienda,Sevilla,41001,410,0a2d643bfd24a028cd236e76575d828424ccffbfa47392bd09d8ca9dc85e2f8d,Sevilla,410,1980s
442,2025-02-08,10,51.25,tienda,Zaragoza,50007,500,043066daf2109523a7490d4bfad4766da5719950a2b5f96d192fc0537e84f32a,Zaragoza,500,1960s
443,2025-02-05,2,257.23,web,Valladolid,47002,470,a0f8b2c4cb1ac82abdb37f0fe5203b97be556c4468c83bba18684d620fd8eaf9,Valladolid,470,2000s
444,2025-02-01,4,259.35,app,Málaga,29010,290,8b496bf96bbcc9e5ac11c068b6cfb00c32f9d163bb8a3d5af107217499de997a,Málaga,290,1990s
445,2025-02-23,1,141.52,app,Madrid,28002,280,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,Madrid,280,1970s
446,2025-02-17,4,262.42,web,Sevilla,41002,410,36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,Sevilla,410,1970s
447,2025-02-07,10,70.61,tienda,Sevilla,41005,410,56f4da26ed956730309fa1488611ee0f13b0ac95ebb1bc9b5d210e31ff70e79c,Sevilla,410,1970s
448,2025-02-27,1,6.5,tienda,Bilbao,48002,480,2cfc8ccbd7c0b17615323b41e815651ff2ae9ffae45a4599c0499b98ff940429,Bilbao,480,1960s
449,2025-02-16,1,231.74,web,Sevilla,41001,410,749fc650cacb0f06547520d53c31505c8156e0a3be07073eddb2ef3ad9e383ba,Sevilla,410,1990s
450,2025-01-26,2,146.38,web,Bilbao,48002,480,1c6c0bb2c7ecdc3be8e134f79b9de45155258c1f554ae7542dce48f5cc8d63f0,Bilbao,480,1990s
451,2025-01-16,1,29.51,app,Valencia,46001,460,9512d95d00d61bdec03d2b99d6ecc455ee5644ae52d10e7c4a61c93062dc97a3,Valencia,460,2000s
452,2025-01-14,5,44.15,tienda,Murcia,30001,300,83f814f7a92e365cbd79f9addceed185761a8d38a06a2d4350bb1fe4b7632b34,Murcia,300,1960s
453,2025-01-02,5,146.54,tienda,Sevilla,41002,410,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,Sevilla,410,1980s
454,2025-02-24,10,173.26,tienda,Valencia,46002,460,9a049b03f6fc40bfcf2f136320359257ed4af8513f71aa6fef47f17059bbae23,Valencia,460,1990s
455,2025-01-30,7,232.69,tienda,Murcia,30007,300,c0509a487a18b003ba05e505419ebb63e57a29158073e381f57160b5c5b86426,Murcia,300,1960s
456,2025-02-10,1,141.97,app,Valladolid,47001,470,2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,Valladolid,470,1990s
457,2025-01-25,6,268.56,app,Valladolid,47001,470,7a61b53701befdae0eeeffaecc73f14e20b537bb0f8b91ad7c2936dc63562b25,Valladolid,470,1970s
458,2025-01-19,5,130.64,app,Bilbao,48001,480,4523540f1504cd17100c4835e85b7eefd49911580f8efff0599a8f283be6b9e3,Bilbao,480,1970s
459,2025-02-06,2,239.37,app,Zaragoza,50002,500,ee62de25ccc2b55d3a0495244b246fb97055b6f1c2697d837b8e94976c03756f,Zaragoza,500,1970s
460,2025-02-17,9,280.01,app,Zaragoza,50002,500,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,Zaragoza,500,1990s
461,2025-02-26,7,20.21,web,Málaga,29010,290,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,Málaga,290,1990s
462,2025-02-09,6,17.06,tienda,Valladolid,47001,470,79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,Valladolid,470,1970s
463,2025-02-15,4,24.77,tienda,Sevilla,41005,410,d7cdaa5ca0582076c8e772cce739e32c5077cfd24f2ea33f04bb754594989a56,Sevilla,410,1980s
464,2025-01-16,8,164.19,app,Zaragoza,50002,500,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,Zaragoza,500,1990s
465,2025-02-25,4,287.94,app,Valencia,46002,460,76ebdb6d45c61ca12e622118cc90939ade672adf7890aa2b246405d4884dd75a,Valencia,460,2000s
466,2025-01-21,5,109.05,app,Bilbao,48003,480,e5b861a6d8a966dfca7e7341cd3eb6be9901688d547a72ebed0b1f5e14f3d08d,Bilbao,480,1970s
467,2025-01-18,6,21.07,web,Valencia,46021,460,16badfc6202cb3f8889e0f2779b19218af4cbb736e56acadce8148aba9a7a9f8,Valencia,460,1970s
468,2025-02-01,2,152.93,web,Bilbao,48002,480,835d5e8314340ab852a2f979ab4cd53e994dbe38366afb6eed84fe4957b980c8,Bilbao,480,1960s
469,2025-02-13,5,248.49,web,Madrid,28003,280,303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,Madrid,280,1970s
470,2025-02-21,2,203.63,tienda,Bilbao,48003,480,7045d16ae7f043ec25774a0a85d6f479e5bb019e9c5a1584bc76736d116b8f33,Bilbao,480,1980s
471,2025-01-06,3,28.65,web,Sevilla,41001,410,0a2d643bfd24a028cd236e76575d828424ccffbfa47392bd09d8ca9dc85e2f8d,Sevilla,410,1980s
472,2025-01-07,2,53.61,app,Valencia,46023,460,d59eced1ded07f84c145592f65bdf854358e009c5cd705f5215bf18697fed103,Valencia,460,1980s
473,2025-02-01,4,49.4,app,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
474,2025-01-19,9,127.88,tienda,Málaga,29002,290,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,Málaga,290,1970s
475,2025-01-23,1,128.94,web,Madrid,28002,280,72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,Madrid,280,1970s
476,2025-01-05,4,11.5,app,Zaragoza,50001,500,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,Zaragoza,500,1960s
477,2025-01-27,6,175.72,web,Zaragoza,50002,500,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,Zaragoza,500,1990s
478,2025-02-23,8,166.8,web,Bilbao,48002,480,1c6c0bb2c7ecdc3be8e134f79b9de45155258c1f554ae7542dce48f5cc8d63f0,Bilbao,480,1990s
479,2025-01-09,5,269.99,tienda,Sevilla,41010,410,33512007840ced1bb0aab68f47cb5f702abd494a15f26bcbe26a1e47af03d841,Sevilla,410,2000s
480,2025-01-15,5,147.85,tienda,Bilbao,48002,480,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,Bilbao,480,1980s
481,2025-01-23,3,88.89,app,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
482,2025-02-15,3,162.92,tienda,Murcia,30002,300,bbb965ab0c80d6538cf2184babad2a564a010376712012bd07b0af92dcd3097d,Murcia,300,1970s
483,2025-01-11,1,75.18,web,Madrid,28012,280,98a3ab7c340e8a033e7b37b6ef9428751581760af67bbab2b9e05d4964a8874a,Madrid,280,1970s
484,2025-01-09,6,135.06,tienda,Málaga,29001,290,9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,Málaga,290,1970s
485,2025-02-05,6,213.6,web,Valladolid,47001,470,482d9673cfee5de391f97fde4d1c84f9f8d6f2cf0784fcffb958b4032de7236c,Valladolid,470,1990s
486,2025-01-24,3,137.29,app,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
487,2025-01-08,7,276.53,web,Málaga,29004,290,210e3b160c355818509425b9d9e9fd3ea2e287f2c43a13e5be8817140db0b9e6,Málaga,290,2000s
488,2025-01-30,3,278.7,tienda,Zaragoza,50001,500,f369cb89fc627e668987007d121ed1eacdc01db9e28f8bb26f358b7d8c4f08ac,Zaragoza,500,1980s
489,2025-02-02,5,102.73,web,Bilbao,48003,480,7f0a22117f8fe0172cf9209ff622b64a51aaeda21d58b5b62685a93dbe2dad25,Bilbao,480,1960s
490,2025-02-18,10,294.3,app,Sevilla,41001,410,05ada863a4cf9660fd8c68e2295f1d35b2264815f5b605003d6625bd9e0492cf,Sevilla,410,1970s
491,2025-02-21,8,171.74,web,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
492,2025-02-16,1,146.3,tienda,Málaga,29004,290,6208ef0f7750c111548cf90b6ea1d0d0a66f6bff40dbef07cb45ec436263c7d6,Málaga,290,1960s
493,2025-01-08,7,95.88,app,Sevilla,41005,410,e0850a775c17a87060c0cf6efad1020e0cbef5a44ba942bef6add5776598de53,Sevilla,410,1960s
494,2025-01-29,6,110.43,tienda,Murcia,30002,300,6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,Murcia,300,1990s
495,2025-02-07,5,160.3,tienda,Zaragoza,50007,500,ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306,Zaragoza,500,1960s
496,2025-01-06,8,163.83,app,Málaga,29002,290,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,Málaga,290,1970s
497,2025-02-02,8,121.35,web,Sevilla,41002,410,811786ad1ae74adfdd20dd0372abaaebc6246e343aebd01da0bfc4c02bf0106c,Sevilla,410,1970s
498,2025-01-04,6,272.99,web,Madrid,28012,280,9e6a72557ada15d02001f024f43f06edc4a31437e0e1bb3eeac36ca2d0c4fda7,Madrid,280,1980s
499,2025-02-15,6,256.87,web,Madrid,28003,280,f74efabef12ea619e30b79bddef89cffa9dda494761681ca862cff2871a85980,Madrid,280,1960s
500,2025-01-01,6,88.97,web,Zaragoza,50007,500,70260742c2952154c84e2ea9f68b1a7397f49b6d343da1ed284093c0bd72c742,Zaragoza,500,2000s
501,2025-02-25,4,170.5,app,Valencia,46001,460,08490295488a1189099751ebeddb5992313dd2a831e07a92e66d196ddc261777,Valencia,460,1990s
502,2025-02-17,8,297.82,web,Zaragoza,50001,500,9d693eeee1d1899cbc50b6d45df953d3835acf28ee869879b45565fccc814765,Zaragoza,500,1960s
503,2025-02-21,7,219.76,app,Sevilla,41005,410,44c8031cb036a7350d8b9b8603af662a4b9cdbd2f96e8d5de5af435c9c35da69,Sevilla,410,1980s
