id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
695,Heliolisk,1.0,21.0,168.0,True,"Electric,Normal","Dry-skin,Sand-veil,Solar-power",62,55,52,109,94,109,481,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png
696,Tyrunt,0.8,26.0,72.0,True,"Rock,Dragon","Strong-jaw,Sturdy",58,89,77,45,45,48,362,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png
697,Tyrantrum,2.5,270.0,182.0,True,"Rock,Dragon","Strong-jaw,Rock-head",82,121,119,69,59,71,521,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png
698,Amaura,1.3,25.2,72.0,True,"Rock,Ice","Refrigerate,Snow-warning",77,59,50,67,63,46,362,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png
699,Aurorus,2.7,225.0,104.0,True,"Rock,Ice","Refrigerate,Snow-warning",123,77,72,99,92,58,521,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png
700,Sylveon,1.0,23.5,184.0,True,Fairy,"Cute-charm,Pixilate",95,65,65,110,130,60,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png
701,Hawlucha,0.8,21.5,175.0,True,"Fighting,Flying","Limber,Unburden,Mold-breaker",78,92,75,74,63,118,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png
702,Dedenne,0.2,2.2,151.0,True,"Electric,Fairy","Cheek-pouch,Pickup,Plus",67,58,57,81,67,101,431,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png
703,Carbink,0.3,5.7,100.0,True,"Rock,Fairy","Clear-body,Sturdy",50,50,150,50,150,50,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png
704,Goomy,0.3,2.8,60.0,True,Dragon,"Sap-sipper,Hydration,Gooey",45,50,35,55,75,40,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png
705,Sliggoo,0.8,17.5,158.0,True,Dragon,"Sap-sipper,Hydration,Gooey",68,75,53,83,113,60,452,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png
706,Goodra,2.0,150.5,270.0,True,Dragon,"Sap-sipper,Hydration,Gooey",90,100,70,110,150,80,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png
707,Klefki,0.2,3.0,165.0,True,"Steel,Fairy","Prankster,Magician",57,80,91,80,87,75,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png
708,Phantump,0.4,7.0,62.0,True,"Ghost,Grass","Natural-cure,Frisk,Harvest",43,70,48,50,60,38,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png
709,Trevenant,1.5,71.0,166.0,True,"Ghost,Grass","Natural-cure,Frisk,Harvest",85,110,76,65,82,56,474,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png
710,Pumpkaboo-average,0.4,5.0,67.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",49,66,70,44,55,51,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png
711,Gourgeist-average,0.9,12.5,173.0,True,"Ghost,Grass","Pickup,Frisk,Insomnia",65,90,122,58,75,84,494,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png
712,Bergmite,1.0,99.5,61.0,True,Ice,"Own-tempo,Ice-body,Sturdy",55,69,85,32,35,28,304,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png
713,Avalugg,2.0,505.0,180.0,True,Ice,"Own-tempo,Ice-body,Sturdy",95,117,184,44,46,28,514,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png
714,Noibat,0.5,8.0,49.0,True,"Flying,Dragon","Frisk,Infiltrator,Telepathy",40,30,35,45,40,55,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png
715,Noivern,1.5,85.0,187.0,True,"Flying,Dragon","Frisk,Infiltrator,Telepathy",85,70,80,97,80,123,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png
716,Xerneas,3.0,215.0,306.0,True,Fairy,Fairy-aura,126,131,95,131,98,99,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png
717,Yveltal,5.8,203.0,306.0,True,"Dark,Flying",Dark-aura,126,131,95,131,98,99,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png
718,Zygarde-50,5.0,305.0,270.0,True,"Dragon,Ground",Aura-break,108,100,121,81,95,95,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png
719,Diancie,0.7,8.8,270.0,True,"Rock,Fairy",Clear-body,50,100,150,100,150,50,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png
720,Hoopa,0.5,9.0,270.0,True,"Psychic,Ghost",Magician,80,110,60,150,130,70,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png
721,Volcanion,1.7,195.0,270.0,True,"Fire,Water",Water-absorb,80,110,120,130,90,70,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png
722,Rowlet,0.3,1.5,64.0,True,"Grass,Flying","Overgrow,Long-reach",68,55,55,50,50,42,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png
723,Dartrix,0.7,16.0,147.0,True,"Grass,Flying","Overgrow,Long-reach",78,75,75,70,70,52,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png
724,Decidueye,1.6,36.6,239.0,True,"Grass,Ghost","Overgrow,Long-reach",78,107,75,100,100,70,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png
725,Litten,0.4,4.3,64.0,True,Fire,"Blaze,Intimidate",45,65,40,60,40,70,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png
726,Torracat,0.7,25.0,147.0,True,Fire,"Blaze,Intimidate",65,85,50,80,50,90,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png
727,Incineroar,1.8,83.0,239.0,True,"Fire,Dark","Blaze,Intimidate",95,115,90,80,90,60,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png
728,Popplio,0.4,7.5,64.0,True,Water,"Torrent,Liquid-voice",50,54,54,66,56,40,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png
729,Brionne,0.6,17.5,147.0,True,Water,"Torrent,Liquid-voice",60,69,69,91,81,50,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png
730,Primarina,1.8,44.0,239.0,True,"Water,Fairy","Torrent,Liquid-voice",80,74,74,126,116,60,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png
731,Pikipek,0.3,1.2,53.0,True,"Normal,Flying","Keen-eye,Skill-link,Pickup",35,75,30,30,30,65,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png
732,Trumbeak,0.6,14.8,124.0,True,"Normal,Flying","Keen-eye,Skill-link,Pickup",55,85,50,40,50,75,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png
733,Toucannon,1.1,26.0,218.0,True,"Normal,Flying","Keen-eye,Skill-link,Sheer-force",80,120,75,75,75,60,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png
734,Yungoos,0.4,6.0,51.0,True,Normal,"Stakeout,Strong-jaw,Adaptability",48,70,30,30,30,45,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png
735,Gumshoos,0.7,14.2,146.0,True,Normal,"Stakeout,Strong-jaw,Adaptability",88,110,60,55,60,45,418,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png
736,Grubbin,0.4,4.4,60.0,True,Bug,Swarm,47,62,45,55,45,46,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png
737,Charjabug,0.5,10.5,140.0,True,"Bug,Electric",Battery,57,82,95,55,75,36,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png
738,Vikavolt,1.5,45.0,225.0,True,"Bug,Electric",Levitate,77,70,90,145,75,43,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png
739,Crabrawler,0.6,7.0,68.0,True,Fighting,"Hyper-cutter,Iron-fist,Anger-point",47,82,57,42,47,63,338,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png
740,Crabominable,1.7,180.0,167.0,True,"Fighting,Ice","Hyper-cutter,Iron-fist,Anger-point",97,132,77,62,67,43,478,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png
741,Oricorio-baile,0.6,3.4,167.0,True,"Fire,Flying",Dancer,75,70,70,98,70,93,476,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png
742,Cutiefly,0.1,0.2,61.0,True,"Bug,Fairy","Honey-gather,Shield-dust,Sweet-veil",40,45,40,55,40,84,304,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png
743,Ribombee,0.2,0.5,162.0,True,"Bug,Fairy","Honey-gather,Shield-dust,Sweet-veil",60,55,60,95,70,124,464,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
744,Rockruff,0.5,9.2,56.0,True,Rock,"Keen-eye,Vital-spirit,Steadfast",45,65,40,30,40,60,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png
745,Lycanroc-midday,0.8,25.0,170.0,True,Rock,"Keen-eye,Sand-rush,Steadfast",75,115,65,55,65,112,487,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png
746,Wishiwashi-solo,0.2,0.3,61.0,True,Water,Schooling,45,20,20,25,25,40,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png
747,Mareanie,0.4,8.0,61.0,True,"Poison,Water","Merciless,Limber,Regenerator",50,53,62,43,52,45,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png
748,Toxapex,0.7,14.5,173.0,True,"Poison,Water","Merciless,Limber,Regenerator",50,63,152,53,142,35,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png
749,Mudbray,1.0,110.0,77.0,True,Ground,"Own-tempo,Stamina,Inner-focus",70,100,70,45,55,45,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png
750,Mudsdale,2.5,920.0,175.0,True,Ground,"Own-tempo,Stamina,Inner-focus",100,125,100,55,85,35,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png
751,Dewpider,0.3,4.0,54.0,True,"Water,Bug","Water-bubble,Water-absorb",38,40,52,40,72,27,269,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png
752,Araquanid,1.8,82.0,159.0,True,"Water,Bug","Water-bubble,Water-absorb",68,70,92,50,132,42,454,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png
753,Fomantis,0.3,1.5,50.0,True,Grass,"Leaf-guard,Contrary",40,55,35,50,35,35,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png
754,Lurantis,0.9,18.5,168.0,True,Grass,"Leaf-guard,Contrary",70,105,90,80,90,45,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png
755,Morelull,0.2,1.5,57.0,True,"Grass,Fairy","Illuminate,Effect-spore,Rain-dish",40,35,55,65,75,15,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png
756,Shiinotic,1.0,11.5,142.0,True,"Grass,Fairy","Illuminate,Effect-spore,Rain-dish",60,45,80,90,100,30,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png
757,Salandit,0.6,4.8,64.0,True,"Poison,Fire","Corrosion,Oblivious",48,44,40,71,40,77,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png
758,Salazzle,1.2,22.2,168.0,True,"Poison,Fire","Corrosion,Oblivious",68,64,60,111,60,117,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png
759,Stufful,0.5,6.8,68.0,True,"Normal,Fighting","Fluffy,Klutz,Cute-charm",70,75,50,45,50,50,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png
760,Bewear,2.1,135.0,175.0,True,"Normal,Fighting","Fluffy,Klutz,Unnerve",120,125,80,55,60,60,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png
761,Bounsweet,0.3,3.2,42.0,True,Grass,"Leaf-guard,Oblivious,Sweet-veil",42,30,38,30,38,32,210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png
762,Steenee,0.7,8.2,102.0,True,Grass,"Leaf-guard,Oblivious,Sweet-veil",52,40,48,40,48,62,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png
763,Tsareena,1.2,21.4,230.0,True,Grass,"Leaf-guard,Queenly-majesty,Sweet-veil",72,120,98,50,98,72,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png
764,Comfey,0.1,0.3,170.0,True,Fairy,"Flower-veil,Triage,Natural-cure",51,52,90,82,110,100,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png
765,Oranguru,1.5,76.0,172.0,True,"Normal,Psychic","Inner-focus,Telepathy,Symbiosis",90,60,80,90,110,60,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png
766,Passimian,2.0,82.8,172.0,True,Fighting,"Receiver,Defiant",100,120,90,40,60,80,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png
767,Wimpod,0.5,12.0,46.0,True,"Bug,Water",Wimp-out,25,35,40,20,30,80,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
768,Golisopod,2.0,108.0,186.0,True,"Bug,Water",Emergency-exit,75,125,140,60,90,40,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
769,Sandygast,0.5,70.0,64.0,True,"Ghost,Ground","Water-compaction,Sand-veil",55,55,80,70,45,15,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png
770,Palossand,1.3,250.0,168.0,True,"Ghost,Ground","Water-compaction,Sand-veil",85,75,110,100,75,35,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png
771,Pyukumuku,0.3,1.2,144.0,True,Water,"Innards-out,Unaware",55,60,130,30,130,5,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png
772,Type-null,1.9,120.5,107.0,True,Normal,Battle-armor,95,95,95,95,95,59,534,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png
773,Silvally,2.3,100.5,257.0,True,Normal,Rks-system,95,95,95,95,95,95,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png
774,Minior-red-meteor,0.3,40.0,154.0,True,"Rock,Flying",Shields-down,60,60,100,60,100,60,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png
775,Komala,0.4,19.9,168.0,True,Normal,Comatose,65,115,65,75,95,65,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png
776,Turtonator,2.0,212.0,170.0,True,"Fire,Dragon",Shell-armor,60,78,135,91,85,36,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png
777,Togedemaru,0.3,3.3,152.0,True,"Electric,Steel","Iron-barbs,Lightning-rod,Sturdy",65,98,63,40,73,96,435,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png
778,Mimikyu-disguised,0.2,0.7,167.0,True,"Ghost,Fairy",Disguise,55,90,80,50,105,96,476,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png
779,Bruxish,0.9,19.0,166.0,True,"Water,Psychic","Dazzling,Strong-jaw,Wonder-skin",68,105,70,70,70,92,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png
780,Drampa,3.0,185.0,170.0,True,"Normal,Dragon","Berserk,Sap-sipper,Cloud-nine",78,60,85,135,91,36,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png
781,Dhelmise,3.9,210.0,181.0,True,"Ghost,Grass",Steelworker,70,131,100,86,90,40,517,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png
782,Jangmo-o,0.6,29.7,60.0,True,Dragon,"Bulletproof,Soundproof,Overcoat",45,55,65,45,45,45,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png
783,Hakamo-o,1.2,47.0,147.0,True,"Dragon,Fighting","Bulletproof,Soundproof,Overcoat",55,75,90,65,70,65,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png
784,Kommo-o,1.6,78.2,270.0,True,"Dragon,Fighting","Bulletproof,Soundproof,Overcoat",75,110,125,100,105,85,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png
785,Tapu-koko,1.8,20.5,257.0,True,"Electric,Fairy","Electric-surge,Telepathy",70,115,85,95,75,130,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png
786,Tapu-lele,1.2,18.6,257.0,True,"Psychic,Fairy","Psychic-surge,Telepathy",70,85,75,130,115,95,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,Tapu-bulu,1.9,45.5,257.0,True,"Grass,Fairy","Grassy-surge,Telepathy",70,130,115,85,95,75,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,Tapu-fini,1.3,21.2,257.0,True,"Water,Fairy","Misty-surge,Telepathy",70,75,115,95,130,85,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
